id,created_at,text 
1073679422186606592,2018-12-14 20:41:36,"b'@Shawcroft Hahahaha no worries! I love hugs, and I love you, Lynn!'"
1073678034765373440,2018-12-14 20:36:06,b'#Repost @aliwong\n\nMy postpartum hair wisps clawing at Rogans face. I think my body wants him to be my bodyguard https://t.co/tzapQggzzd'
1073674520895111170,2018-12-14 20:22:08,b'We now have all hemp super high quality JRE backpacks from our friends at @dsgear in stock at https://t.co/2uKsYFulTs'
1073670058960961536,2018-12-14 20:04:24,b'A huge thank you to the amazingly talented @mrherget for the awesome pairing for the studio! https://t.co/GmdDB27aR8'
1073643177024860160,2018-12-14 18:17:35,b'Fun times at @icehousecomedy last night with my hilarious friends @BrianReganComic and @aliwong https://t.co/4pg4HYfTOr'
1073633148783730688,2018-12-14 17:37:44,b'For people that cant get enough of my adorable boy marshallmaerogan hes got his own account now. https://t.co/IkEfZH9GGi'
1073391609436389376,2018-12-14 01:37:56,b'My pal Oliver and me. #ragdoll https://t.co/lZEdli2ziX'
1073357916189515778,2018-12-13 23:24:03,b'Nature gives ZERO FUCKS about your mindfulness: Leopard kills meditating monk in India @CNN https://t.co/HldtEgeIZs'
1073310372076118016,2018-12-13 20:15:08,"b""I'm live streaming on @YouTube. Come watch: https://t.co/YZxYMtcT8l"""
1073309755777708038,2018-12-13 20:12:41,b'About to get schooled on how fucked our system of democracy really is by @lessig https://t.co/GqAep158RN https://t.co/JjrZAJOLRa'
1073135814991847424,2018-12-13 08:41:30,b'Dinner with this cool motherfucker. https://t.co/QGBkszBOOD'
1073108098020229121,2018-12-13 06:51:22,b'Joke slingers at @icehousecomedy @frankccomedy @tonyhinchcliffe @cheetosantino https://t.co/S7kDqAp1e0'
1073061317257224193,2018-12-13 03:45:29,b'Robert Sapolsky On Depression  https://t.co/CAjDdNcZKR'
1072983016648122368,2018-12-12 22:34:20,b'I just uploaded JRE #1213 - Dr. Andrew Weil to #Vimeo: https://t.co/66v6msGMPS'
1072919724474933250,2018-12-12 18:22:50,"b""I'm live streaming on @YouTube. Come watch: https://t.co/ZRStV36oAR"""
1072918463658610689,2018-12-12 18:17:50,b'About to go live with @DrWeil https://t.co/GqAep0Nxtd'
1072754061479419905,2018-12-12 07:24:33,b'Dangerous choices. There are cookies in the green room and there is considerable disagreement as to whether or not https://t.co/krutLIPclQ'
1072723950319403009,2018-12-12 05:24:54,b'Pink Game Strong with @jeremiahstandup and fox.compton at @thecomedystore https://t.co/202IX6YIGK'
1072670815781576709,2018-12-12 01:53:46,"b""Google CEO tells Steve King Google doesn't make iPhones, Dems laugh https://t.co/m52DhQqLzF"""
1072660643419971584,2018-12-12 01:13:21,b'I just uploaded JRE MMA Show #52 with Michael Bisping to #Vimeo: https://t.co/ouf0ADdadU'
1072593212299202560,2018-12-11 20:45:24,"b""I'm live streaming on @YouTube. Come watch: https://t.co/WZr9EhfrMo"""
1072591695760494593,2018-12-11 20:39:22,b'Going live with the Count! @bisping https://t.co/GqAep158RN https://t.co/95FlhjpL9S'
1072312565328437250,2018-12-11 02:10:12,b'I just uploaded JRE MMA Show #51 with Deontay Wilder to #Vimeo: https://t.co/0sGSN8vVBQ'
1072299083468079105,2018-12-11 01:16:38,b'LOL at 60 Minutes. https://t.co/9JOVTYdH2K'
1072245496989843456,2018-12-10 21:43:42,"b""I'm live streaming on @YouTube. Come watch: https://t.co/fWZsNYHwV8"""
1072244593348001792,2018-12-10 21:40:07,b'Here we go! @bronzebomber is here! https://t.co/d5SUxs2g3C'
1072213756489416710,2018-12-10 19:37:34,b'From out of the ashes...\nFirst sprouts of green are beginning to emerge from the charred landscape.  \nIts amazing https://t.co/39p39lsa67'
1072212391826472960,2018-12-10 19:32:09,"b'This is one of the spots along the trail that Marshall marks with his pee. No one had to teach him, or any other do https://t.co/4kddmJmhe1'"
1072184355047399424,2018-12-10 17:40:45,b'Pasadena! Were back at @icehousecomedy this Wednesday night! \n10pm https://t.co/zSNSkadiJX'
1072162771448537088,2018-12-10 16:14:59,b'North Sentinel Island. \nThis is where that missionary went a couple weeks ago and got shot up by arrows while tryin https://t.co/hp5J7JpyZd'
1071947751284453376,2018-12-10 02:00:34,"b'Best of the Week - December 2, 2018 - Joe Rogan Experience: https://t.co/h9W5LZjfuX via @YouTube'"
1071563111323312128,2018-12-09 00:32:09,b'These techniques are too dangerous for the @ufc. #legitasfuck \n#Repost @mcdojolife\n\nAre you ready for 14 blows o https://t.co/oER78vhxLO'
1071513919213060096,2018-12-08 21:16:40,b'My man Tommy Bunz wins the internet for today! @tomsegura https://t.co/spaVI7l5fr'
1071513352860512256,2018-12-08 21:14:25,b'The Bison ribeye at @AntlerKitchen is off the charts delicious.  Shout out to @thehunterchef and the amazing crew a https://t.co/idySsciqoB'
1071507827322163202,2018-12-08 20:52:28,b'The Golden Pony @tonyhinchcliffe pocketing balls like a motherfucker. https://t.co/15oQvFmFZi'
1071497860670083072,2018-12-08 20:12:52,b'Fight day! There are some spectacular matchups on this card. The main event between @blessedmma and @briantcity is https://t.co/JXGGadpaSo'
1071433823978708993,2018-12-08 15:58:24,b'#Repost ifyouhigh\n\nMushroom bloom timelapse \n\nby Planet Earth\n\nvia nextobserver https://t.co/eJd4QNFrsX'
1071278337157410816,2018-12-08 05:40:33,"b""One of the best to ever do it. \n#Repost @thecomedystore\n\nHappy Birthday to one of the best, the late Patrice O'N https://t.co/1kVssVtcs0"""
1071273544334614530,2018-12-08 05:21:30,b'Powerful @markdellagrotte with the mad pool skills. https://t.co/YVcKglLal7'
1071250012288532480,2018-12-08 03:48:00,b'If I had one of these stupid fucking things in my house I would practice it until had the record or I needed should https://t.co/8IgbqzcvMV'
1071148552116568064,2018-12-07 21:04:50,b'Much love and thanks to the firefighters of LA and everywhere else. Its because of these brave men that My family https://t.co/otfWcuUKd7'
1071114088200179714,2018-12-07 18:47:53,b'Brain-eating amoeba linked to nasal rinse for Seattle woman https://t.co/bT9ySUb63g'
1071107090079514626,2018-12-07 18:20:05,b'Seeing these two psychos get together is a great push to get to the gym!\nI love it!\n#Repost cameronrhanes\n https://t.co/2BO5jvJm4Y'
1070901486811525120,2018-12-07 04:43:05,b'Not all heroes wear capes. https://t.co/C4DxseiMs7'
1070829007065636864,2018-12-06 23:55:04,b'The world needs more happy endings. https://t.co/tTirsAp0Ss'
1070785883631218694,2018-12-06 21:03:43,b'I am SO FUCKING PUMPED FOR THIS FIGHT! \n#Repost @danawhite\n\nMax Holloway vs Brian Ortega!!! This Saturday LIVE o https://t.co/dh30UoRelB'
1070785597810376704,2018-12-06 21:02:35,b'Todays therapy was heavy kettlebells followed by a beautiful run in the hills with Marshall.  My hope is that some https://t.co/oeWzrCLUec'
1070530646592888832,2018-12-06 04:09:30,b'Me about to go onstage last night at @thecomedystore for the Joe Rogan and Friends night. Next show is December 13t https://t.co/1B2G92qUt0'
1070501832156463110,2018-12-06 02:15:00,b'I just uploaded JRE #1212 - David Goggins to #Vimeo: https://t.co/2Rw8TvHpnD'
1070486583680397312,2018-12-06 01:14:24,b'I just uploaded JRE MMA Show #50 with Yves Edwards to #Vimeo: https://t.co/py67JMmKKt'
1070428607967870976,2018-12-05 21:24:02,"b""I'm live streaming on @YouTube. Come watch: https://t.co/e8a5BPubms"""
1070427732478169088,2018-12-05 21:20:33,"b'About to go live with the motherfucker of all motherfuckers, @davidgoggins! His book CANT HURT ME is out now! Go https://t.co/uSM0WjuPde'"
1070397546982490112,2018-12-05 19:20:36,"b""I'm live streaming on @YouTube. Come watch: https://t.co/qLCIvVZ2om"""
1070396007014264832,2018-12-05 19:14:29,b'About to go live with the great and powerful @thugjitsumaster https://t.co/GqAep0Nxtd https://t.co/2zWUOaXmW3'
1070241827754696706,2018-12-05 09:01:50,b'Chilling with killers @tompapa @onebyonepodcast @itsalimacofsky at @thecomedystore https://t.co/1V7NuLWVvS'
1070154560101105664,2018-12-05 03:15:04,b'I just uploaded JRE #1211 - Dr. Ben Goertzel to #Vimeo: https://t.co/hyhD2rA0xO'
1070099552194068480,2018-12-04 23:36:29,b'Scouting report: MMA trainers break down Holloway-Ortega https://t.co/JmdX09sbsg'
1070062477608710144,2018-12-04 21:09:10,"b""I'm live streaming on @YouTube. Come watch: https://t.co/T8WYCMnXFP"""
1070061484112138240,2018-12-04 21:05:13,b'About to go live with Dr. Ben Goertzel of https://t.co/azBJY7JvM6 to talk about the future of artificial intelligen https://t.co/6ixSyevOUe'
1069962135353012224,2018-12-04 14:30:26,b'500-year-old skeleton still wearing thigh-high boots found in London river - CNN https://t.co/O8sxU3bF2W'
1069849069462437888,2018-12-04 07:01:09,b'I just uploaded JRE #1210 - Tom Papa to #Vimeo: https://t.co/F4sK1PrGsa'
1069797368973807617,2018-12-04 03:35:43,b'Ruh-roe... https://t.co/G5G8ZUyi7E'
1069793527075237888,2018-12-04 03:20:27,b'Why Smart People Are Vulnerable to Putting Tribe Before Truth - Scientific American Blog Network https://t.co/juuHZfZFci'
1069789975279857664,2018-12-04 03:06:20,b'I ran today in these @underarmour fat tire trail shoes for the first time. Usually I run in minimalist barefoot sho https://t.co/axLC6yJveX'
1069706026901889026,2018-12-03 21:32:45,"b""I'm live streaming on @YouTube. Come watch: https://t.co/VVasiQOg9m"""
1069704884734386177,2018-12-03 21:28:13,b'The Sultan of Sourdough is here! @tompapa is in the house! https://t.co/GqAep158RN https://t.co/xw1V1AmUGI'
1069406577340366848,2018-12-03 01:42:51,b'This book will change your fucking life. @davidgoggins \nIts time to go to war with yourself. https://t.co/3e0hZMSn6r'
1069364149237530624,2018-12-02 22:54:15,"b'Best of the Week - November 25, 2018 - Joe Rogan Experience: https://t.co/6OUeVlGwq2 via @YouTube'"
1069107032945508352,2018-12-02 05:52:34,b'WHAT. A. FIGHT. https://t.co/I2tLbMpmKs'
1069012296377163776,2018-12-01 23:36:07,"b'From way back in the 90s! Its an honor to be your student, jeanjacquesmachado!\n#Repost jeanjacquesmachado\n\nBeg https://t.co/12CmmZUjNA'"
1068761238421803013,2018-12-01 06:58:30,b'I just uploaded JRE #1209 - Anthony Cumia to #Vimeo: https://t.co/Uq2bJTufQy'
1068717011604303872,2018-12-01 04:02:46,b'#Repost @thecomedystore\n\nJust Announced: @joerogan &amp; Friends Tuesday December 4th at 8 in The Main Room. Surpris https://t.co/9LpXRcA36M'
1068602942624694273,2018-11-30 20:29:29,"b""I'm live streaming on @YouTube. Come watch: https://t.co/oeJCRsrzcx"""
1068601452791296001,2018-11-30 20:23:34,b'Going live with radio legend @AnthonyCumia! https://t.co/GqAep158RN https://t.co/troznM6x55'
1068560672575782912,2018-11-30 17:41:31,b'Whats hilarious is that the weed didnt even come out until after over an hour of drinking whiskey and that doesn https://t.co/nAvoDSGub0'
1068560436688183296,2018-11-30 17:40:35,"b""'That was not appropriate behavior': NASA roasted Elon Musk for smoking weed live on the internet https://t.co/hTR3bTxeQt"""
1068554298043248640,2018-11-30 17:16:12,b'Berlin! This Sunday the great @AriShaffir is in your town! \nhttps://t.co/u7IgS5UJsM'
1068434403896975360,2018-11-30 09:19:47,b'Incredible BBC Earth Footage Of A Lion Facing Off With Over 20 Hyenas https://t.co/usJoQTIVGG via @Digg'
1068432928261136384,2018-11-30 09:13:55,b'Scientists Found a New Species of Wasp That Turns Spiders Into Zombies https://t.co/Wc2vmAk9zC via @motherboard'
1068384576127537152,2018-11-30 06:01:47,b'I just uploaded JRE #1208 - Jordan Peterson to #Vimeo: https://t.co/YlLO4cIoFB'
1068318113244962819,2018-11-30 01:37:41,"b""Thank you again to @jordanbpeterson! He's got a special offer for his personality test at  https://t.co/DwXSslPHKs https://t.co/FQYbHuPkXN"""
1068255700177031170,2018-11-29 21:29:40,"b""I'm live streaming on @YouTube. Come watch: https://t.co/2qzIlBLNWp"""
1068253602093895681,2018-11-29 21:21:20,"b'About to go live with one of my favorite people, the great and wise @jordanbpeterson https://t.co/GqAep158RN https://t.co/B2GBbiYLeL'"
1068235857549758469,2018-11-29 20:10:49,b'I had a beautiful run in the rain today while listening to kotler.stevens Stealing Fire. benaskren recommended i https://t.co/W7hxsSXKKL'
1068206099931762688,2018-11-29 18:12:35,b'Thank you to everyone who came out to @icehousecomedy last night! Putting together a new hour is a precarious proce https://t.co/6fZ7SDzHrt'
1068198439698149376,2018-11-29 17:42:08,"b'Woman, baby killed by grizzly bear in remote Canada https://t.co/s4OuVO31ZB via @upi'"
1068072352733257728,2018-11-29 09:21:07,b'Starbucks says it is finally going to block customers from watching porn in stores after years of pressure https://t.co/UmbRZfgdoj'
1068012293512933376,2018-11-29 05:22:28,b'I just uploaded JRE MMA Show #49 with Miriam Nakamoto to #Vimeo: https://t.co/8S5mlLAxoH'
1067979790269988864,2018-11-29 03:13:18,b'Last night at @thecomedystore! Best club on planet earth!\nWhat a fucking lineup! https://t.co/fbDVsNsOQ2'
1067950863769980928,2018-11-29 01:18:22,b'JRE MMA Show #49 with Miriam Nakamoto: https://t.co/dbsLspxJW9 via @YouTube'
1067942744050458624,2018-11-29 00:46:06,"b'I had a great time talking to one of the baddest women on the planet today, my friend @miriamnakamoto! https://t.co/72iCFNi0X3'"
1067710242987917312,2018-11-28 09:22:13,b'The great and powerful @funnyfelipe tonight at the mothership @thecomedystore. https://t.co/9zEWb46kB4'
1067658224877346820,2018-11-28 05:55:31,b'I just uploaded JRE #1207 - Jeff Ross &amp; Dave Attell to #Vimeo: https://t.co/quGn4ghU0p'
1067610602011586560,2018-11-28 02:46:17,b'Out here living the dream. #Repost @thecomedystore\n\nLineups for the week are now posted at https://t.co/9d2utcLIkC'
1067515706164563970,2018-11-27 20:29:12,"b""I'm live streaming on @YouTube. Come watch: https://t.co/0zV6MPcopL"""
1067514274799509504,2018-11-27 20:23:31,b'Going live with @realjeffreyross and @attell https://t.co/GqAep0Nxtd https://t.co/B4pDlFulMN'
1067269353911934976,2018-11-27 04:10:17,b'MySpace Tom is savage as fuck. https://t.co/l7D1cTu0r2'
1067268003530649600,2018-11-27 04:04:55,b'Half the DNA on the NYC Subway Matches No Known Organism https://t.co/cX8Oqvga9Y via @gizmodo'
1067216813551808512,2018-11-27 00:41:30,b'I wonder if Tom from myspace is looking at the state of the internet these days and shaking his head.'
1067200621630111745,2018-11-26 23:37:10,b'Tomorrow at 1pm PT @attell and @realjeffreyross join me on the podcast! Rejoice! https://t.co/dS2PKkpPFl'
1067142046387970049,2018-11-26 19:44:25,b'#Repost @onnit\n\nYour wish is granted. \n-\nOur Black Friday sales will continue through #CyberMonday!\n-\n25% off S https://t.co/jrfY5bWnqd'
1067141254952206337,2018-11-26 19:41:16,b'I dont know who made this but it made me laugh. https://t.co/RJYZQ2BS1e'
1067076792177967104,2018-11-26 15:25:07,"b'Egyptians open coffin revealing 3,000-year-old mummified woman https://t.co/Qahi85vdOV via @CNNTravel'"
1066847504187252736,2018-11-26 00:14:00,"b'Best of the Week - November 18, 2018 - Joe Rogan Experience: https://t.co/UIEKBoYaBu via @YouTube'"
1066833506188193792,2018-11-25 23:18:23,b'Black Friday sale until Monday at https://t.co/kIu2N7K5Pl 25% off code Powerful25'
1066806331372236800,2018-11-25 21:30:24,b'CAUGHT ON TAPE: Bear Strolls Into California Highway Patrol Office https://t.co/2YCQvsMAj1'
1066589832204316672,2018-11-25 07:10:06,b'Thank you @adamperrylang for the amazing meal and the tour of your incredible dry aging facility. Absolutely one of https://t.co/CA3DlftwxZ'
1066488240075677697,2018-11-25 00:26:25,b'Fun times today with the full Fight Companion crew! \n#Repost @eddiebravo\n\n#fightcompanion was fun af today! Than https://t.co/cvEfoR3yxn'
1066429030482755584,2018-11-24 20:31:08,"b""I'm live streaming on @YouTube. Come watch: https://t.co/nKggVN21kg"""
1066427300298686464,2018-11-24 20:24:16,b'Going live! https://t.co/GqAep0Nxtd'
1066402722822279168,2018-11-24 18:46:36,"b'Fight Companion today! Sturgill Simpson joins the full crew, @eddiebravo @bryancallen @BrendanSchaub and me! 12pm P https://t.co/nLzgBMchyV'"
1066083501190115328,2018-11-23 21:38:08,"b'Obligatory end of the run selfie with my running buddy, Marshall. https://t.co/KwN0DsT4ax'"
1066046374762864640,2018-11-23 19:10:36,b'This Wednesday night Im back at @icehousecomedy https://t.co/bg89qLXQZb'
1065811245503148032,2018-11-23 03:36:17,b'Facebook admits hiring PR firm to attack billionaire George Soros https://t.co/uQUr2Bccoe via @mashable'
1065769737664237568,2018-11-23 00:51:21,"b""Sturgill Simpson's Dab Moment - JRE Toons: https://t.co/oga39rvAUk via @YouTube"""
1065744203869810688,2018-11-22 23:09:53,b'Basking in the glory of nature while I hurl my body up the hills to purge the bullshit from my furious mind on this https://t.co/bVF6brRzSJ'
1065571748270227456,2018-11-22 11:44:36,b'I just uploaded JRE #1206 - Mike Ward &amp; Pantelis to #Vimeo: https://t.co/bRJl25PjiM'
1065512486080659456,2018-11-22 07:49:07,b'The Golden Pony flexing his billiards skills. @tonyhinchcliffe https://t.co/ioLDTYg68k'
1065420186251980800,2018-11-22 01:42:21,"b'Kids, thats what you call Going hard in the paint. https://t.co/3PUXgalC3X'"
1065411220168163330,2018-11-22 01:06:43,b'Joe Rogan Experience #1206 - Mike Ward &amp; Pantelis: https://t.co/gattEp9wdw via @YouTube'
1065401845919690755,2018-11-22 00:29:28,b'Weve got a https://t.co/kIu2N81HdV Black Friday sale going down from Thursday to Monday 25% off use promo code pow https://t.co/8TSoTSxoEv'
1065351868820463616,2018-11-21 21:10:53,"b""I'm live streaming on @YouTube. Come watch: https://t.co/gattEp9wdw"""
1065275213317697541,2018-11-21 16:06:17,"b""BBC News - American 'killed in India by endangered Andamans tribe' https://t.co/C6lY4nOrx2"""
1065170532411236352,2018-11-21 09:10:19,b'Universal Quantum Phenomenon Found in Strange Metals https://t.co/lk5jRQEO13 via @QuantaMagazine'
1065168777375997952,2018-11-21 09:03:21,b'Chinese writer Tianyi sentenced to decade in prison for gay erotic novel https://t.co/YlurDXTScH'
1065068187350433792,2018-11-21 02:23:38,"b'I just uploaded JRE #1205 - Jake ""The Snake"" Roberts &amp; Tony Hinchcliffe to #Vimeo: https://t.co/yxtxX9Y4bv'"
1065041694402330624,2018-11-21 00:38:22,b'LOL WUT\nReport: Elon Musk Weed Stuff Prompts NASA Probe of SpaceX Workplace Safety https://t.co/2iuPhfkKjw via @gizmodo'
1064991143350407169,2018-11-20 21:17:29,"b""I'm live streaming on @YouTube. Come watch: https://t.co/dNmCyNA6ru"""
1064990614654205954,2018-11-20 21:15:23,b'About to go live with the great and powerful @JakeSnakeDDT and his #1 fan @tonyhinchcliffe https://t.co/GqAep158RN https://t.co/4vQGODwusA'
1064772955446669313,2018-11-20 06:50:29,"b""#Repost @RealDDP\n\nTOMORROW @joerogan and @JakeSnakeDDT sit down for the JRE podcast. DON'T MISS IT! #WWE #WWEHOF https://t.co/BSAuIhvEUW"""
1064669278383865858,2018-11-19 23:58:31,"b'#Repost @onnit\n\nZoltar is here to grant all your Black Friday wishes. Well, maybe not @lancearmstrongs.\n-\nOur https://t.co/xLro209mg7'"
1064655863602995200,2018-11-19 23:05:12,b'#Repost @rampage4real\n\nWhen my coaches say make sure you train over the weekend https://t.co/jSSEw8AMpk'
1064645547095728131,2018-11-19 22:24:13,"b'Out of all the exercise I do, yoga is the one where after Im done I always think I gotta do more of this shit.\n9 https://t.co/JuND2MhD41'"
1064621502463565824,2018-11-19 20:48:40,b'Podcast notes for episode #1203 with @EricRWeinstein https://t.co/5uh3CtxrBE'
1064618545311596545,2018-11-19 20:36:55,"b'Damn, somebody musta been drunk. \n#Repost canmoretattoo\n\n#tattoo #tattooart #colortattoos #realismtattoo #ink https://t.co/mPlz3CPtu7'"
1064355617895313409,2018-11-19 03:12:08,"b'Best of the Week - November 11, 2018 - Joe Rogan Experience: https://t.co/DHJELF0ngK via @YouTube'"
1064226049326641153,2018-11-18 18:37:17,"b'Getting my kid out the door and I spontaneously shouted out We rollin! I miss you, @BurtWatson4real !!'"
1063988709756821504,2018-11-18 02:54:11,b'@GetAFitMind Youre right. Since we dont know their language its totally possible that they could organize games. https://t.co/vaq4sCNBvg'
1063917725943246858,2018-11-17 22:12:07,b'Tommy Bunz AKA @tomsegura and I are back on the myzonemoves strap and app after a much needed break. I realized tha https://t.co/IjRpwNrj8i'
1063896744973352960,2018-11-17 20:48:44,b'Oddly effective running music. https://t.co/UOfJzeIscK'
1063602613504147456,2018-11-17 01:19:58,b'I just uploaded JRE #1204 - Steven Rinella to #Vimeo: https://t.co/kn8iV9wRra'
1063519831448829952,2018-11-16 19:51:01,b'I just uploaded JRE #1203 - Eric Weinstein to #Vimeo: https://t.co/AQrxqdpW71'
1063498487927517184,2018-11-16 18:26:13,"b""I'm live streaming on @YouTube. Come watch: https://t.co/9mQg6T5ggm"""
1063495844870144000,2018-11-16 18:15:42,"b'About to go live with author, hunter, conservationist, and all around cool motherfucker, the great and powerful https://t.co/Ren8lvoYnx'"
1063393237665230848,2018-11-16 11:27:59,b'Joe Rogan Experience #1203 - Eric Weinstein: https://t.co/60W2bIAKJD via @YouTube'
1063218817835376641,2018-11-15 23:54:54,"b""I'm live streaming on @YouTube. Come watch: https://t.co/Jryez6J8qB"""
1063180307787079681,2018-11-15 21:21:52,"b""I'm live streaming on @YouTube. Come watch: https://t.co/9g8pkyL3QF"""
1063153169063141376,2018-11-15 19:34:02,b'The hills looked weird today. The fires have cleared all the bushes away and left a clear brown trail surrounded on https://t.co/C0okDpExzo'
1063122715970863104,2018-11-15 17:33:02,"b'At 1pm PT today one of the smartest people I know, my friend ericrweinstein joins me on the podcast. Have your Alph https://t.co/t3DBxucIjG'"
1062981739981819904,2018-11-15 08:12:50,b'I just uploaded JRE #1202 - Fred Morin &amp; David McMillan to #Vimeo: https://t.co/Cy480ctrch'
1062946745653506048,2018-11-15 05:53:47,b'First meal back home after the fires.  4 days with no power and fortunately the insulation in the deep freezer kept https://t.co/0cKRNIfp9y'
1062904759328288769,2018-11-15 03:06:57,"b""Russian reporters discover 101 'tortured' whales jammed in offshore pens https://t.co/ziGAnb9e5e"""
1062817326431641608,2018-11-14 21:19:31,"b""I'm live streaming on @YouTube. Come watch: https://t.co/y5locDAt40"""
1062815797351899136,2018-11-14 21:13:26,b'About to go live with the men behind one of my all time favorite restaurants and the author of Joe Beef Surviving T https://t.co/27NM5YSga4'
1062805230314758149,2018-11-14 20:31:27,"b""#Repost @ianedwardscomic\n\nExcited to announce on December 11th I'll be taping my 1st comedy special. Christmas D https://t.co/Aj2aYqirpP"""
1062778876034801664,2018-11-14 18:46:44,b'Apparently we got some misinformation about @PlatinumPerrys arm. He posted this today so I thought it would be t https://t.co/yQJY33jRMr'
1062574770296971265,2018-11-14 05:15:41,b'I just uploaded JRE #1201 - William von Hippel to #Vimeo: https://t.co/lnW9CiVXF7'
1062514209127305223,2018-11-14 01:15:02,b'Joe Rogan Experience #1201 - William von Hippel: https://t.co/nPov7sA5Dd via @YouTube'
1062509338462433280,2018-11-14 00:55:41,b'I had an awesome conversation today with William Von Hippel the author of The Social Leap. https://t.co/BtwjAJjaHF'
1062506045560385536,2018-11-14 00:42:36,b'1 hour of weights a week may cut heart attack risk by 40 to 70% https://t.co/rwddBxj2m8 via @FuturityNews'
1062454825265303554,2018-11-13 21:19:04,b'I just uploaded JRE #1200 - Ross Edgley to #Vimeo: https://t.co/VUNvygEdKa'
1062450846246559744,2018-11-13 21:03:15,"b""I'm live streaming on @YouTube. Come watch: https://t.co/nPov7sA5Dd"""
1062444854515388416,2018-11-13 20:39:27,b'My good friend Bud Brutsman is a fucking amazing person. He stayed in our neighborhood during the mandatory evacuat https://t.co/j9HCgpqFwQ'
1062287861016346629,2018-11-13 10:15:37,b'Joe Rogan Experience #1200 - Ross Edgley: https://t.co/GETvnV2OoG via @YouTube'
1062187407993270272,2018-11-13 03:36:27,b'TOXOPLASMOSIS https://t.co/w5rS0dtR5c'
1062174879158624258,2018-11-13 02:46:40,b'I just uploaded JRE #1199 - Tom Segura &amp; Sean Anders to #Vimeo: https://t.co/wKLOZUcqD0'
1062102577251303424,2018-11-12 21:59:21,b'About to go live with @rossedgley a savage man who swam the entire distance around the UK. \nhttps://t.co/GqAep158RN https://t.co/ANrow5iYUo'
1062060000229711872,2018-11-12 19:10:10,"b""I'm live streaming on @YouTube. Come watch: https://t.co/UNRPhzMkJQ"""
1062058744350212096,2018-11-12 19:05:11,b'About to go live with @yourSeanAnders director of Instant Family and me pal @tomsegura https://t.co/GqAep158RN https://t.co/IjobcShtj6'
1061870380158214145,2018-11-12 06:36:41,b'We are so fortunate that we have these video clips we can watch online of great fighters from the past. The greats https://t.co/5WXb3P9VwU'
1061803466929127424,2018-11-12 02:10:48,b'A huge congratulations to my friend @cowboycerrone for an outstanding performance last night against a truly danger https://t.co/mMTIO15VLT'
1061802938371334145,2018-11-12 02:08:42,b'Ive been thinking about this KO all day. Just insane. @panteraufc with possibly the greatest last second KO in all https://t.co/rOmJQ3OT4V'
1061789078327197697,2018-11-12 01:13:38,"b'Best of the Week - November 4, 2018 - Joe Rogan Experience: https://t.co/De7EuJqdQb via @YouTube'"
1061756041443057665,2018-11-11 23:02:21,"b'#Repost @brendanschaub\n\nJRE Fight Companion #UFCDenver \nIf youre into Chocolate bodies, bodybuilding, Forrest f https://t.co/AqcHASMN4Z'"
1061718762016002048,2018-11-11 20:34:13,b'This is FUCKING INSANE. These fires are unbelievable. This video gives a glimpse of whats happening all over Calif https://t.co/PlqU9LWAM2'
1061685789216686080,2018-11-11 18:23:11,b'Last night clearly went off the rails. #fightcompanion \n#Repost @MMA_Memes\n\n@joerogan .\n.\n.\n.\n.\n.\n#UFC #MMA https://t.co/S0YpYlkQv9'
1061456765219495936,2018-11-11 03:13:08,"b""I'm live streaming on @YouTube. Come watch: https://t.co/csmKs5qF2J"""
1061382534288891907,2018-11-10 22:18:10,b'Fight Companion tonight at 7pm PT @eddiebravo @brendanschaub and me! https://t.co/GqAep158RN https://t.co/8nVfoAfS1z'
1061064206785671168,2018-11-10 01:13:15,b'I just uploaded JRE #1198 - Derren Brown to #Vimeo: https://t.co/ipEmInWt8I'
1061052605223317506,2018-11-10 00:27:09,b'I struggled with this but I have to cancel my sets at @thecomedystore tonight. Weve been evacuated from our home a https://t.co/xvewDJhsxz'
1061051489194393601,2018-11-10 00:22:43,b'Due to the fires and evacuation I have to cancel my sets at @TheComedyStore tonight. My apologies to all. Ill be b https://t.co/UQjVEh7LRG'
1060997895216861190,2018-11-09 20:49:45,b'When @derrenbrown meets Marshall. https://t.co/GwCwOfEER1'
1060942095257690112,2018-11-09 17:08:01,"b""I'm live streaming on @YouTube. Come watch: https://t.co/pIvWqzQbyi"""
1060940377157484544,2018-11-09 17:01:11,b'Im about to go live with the great and powerful @derrenbrown https://t.co/GqAep158RN https://t.co/IVbfxvOgq4'
1060932292443586561,2018-11-09 16:29:04,b'We got evacuated because of the fires so Marshall is hanging out with me at the studio. https://t.co/g92M48UEjS'
1060807952808927232,2018-11-09 08:14:59,b'Serious wild fires tonight in California. Scary shit. An enormous thank you to all the fire fighters and first resp https://t.co/l9HrMwre5V'
1060775030865440773,2018-11-09 06:04:10,b'I just uploaded JRE #1197 - Michael Malice to #Vimeo: https://t.co/RC48tpOOTX'
1060637795537043459,2018-11-08 20:58:50,"b""I'm live streaming on @YouTube. Come watch: https://t.co/BoNzS0lhHZ"""
1060628643662053376,2018-11-08 20:22:28,"b""I'm live streaming on @YouTube. Come watch: https://t.co/BoNzS03Gjp"""
1060625552325791744,2018-11-08 20:10:11,"b'About to go live with author and self admitted provocateur, the brilliant michaelmalice https://t.co/GqAep0Nxtd https://t.co/JUlKc09gKn'"
1060376214718709760,2018-11-08 03:39:25,"b'Indonesian Caves Hold Oldest Figurative Painting Ever Found, Scientists Say https://t.co/dtvxLjDw8D'"
